Bryophyte	Forb	Graminoids	Dwarf_shrub	Saliceae	Woody_taxa	Vascular_cryptogam
0.01701115317712064	0.05811078140454995	0.002387530270473072	0.19350080152801938	0.6617722296121968	0.014862375933694874	0.052355128073945226
0.015208983249919579	0.07409984214975575	0.0029250922039933866	0.09437349911349507	0.7932760284579303	0.005416283262637371	0.014700271562268555
0.0025914445700994915	0.03249836317767878	0.0018680377819798454	0.5891919363035745	0.32753844815508376	0.0365183072281158	0.009793462783467866
0.0031157090980899827	0.04406973044727979	0.0011629055084420358	0.17287797171726038	0.6972386479577843	0.039999561167732664	0.041535474103410824
0.008759319508546885	0.06981264950499659	0.0017344034641508116	0.1285728420354214	0.7578819325212289	0.023478468370417362	0.009760384595237957
0.009473175447075882	0.08665737923975776	0.0018707531345065818	0.07326073977198419	0.7799789611349615	0.009552781963437864	0.03920620930827624
0.03126712439158044	0.05402443348483383	0.0024981465364407054	0.12868946695462508	0.7251447850519507	0.024863273485263623	0.033512770095305636
0.09241581118679842	0.029799481914995683	0.00597236879976974	0.14459368703828074	0.6785426460711887	0.03367072819725607	0.01500527679171064
0.009993631863837671	0.050539844270124756	0.0007598344284597794	0.18299707644658003	0.6609546415028801	0.08070888933916115	0.014046082148956494
0.001183995171156949	0.02674436151319226	0.0002147442222196427	0.07518949726636409	0.8625753055752243	0.022983435675399597	0.011108660576443139
0.006428189075336887	0.03862964600740103	0.000553913468475807	0.17941210696581097	0.7395629203807573	0.032727441990364696	0.0026857821118532826
0.0027694883019793956	0.04850548420033216	0.00045573858133838153	0.29452982239341635	0.6138754869610563	0.033084868164469046	0.006779111397408425
0.006145155030402346	0.016473327870973307	0.0009702876363793177	0.1089794730260037	0.8139203932899219	0.009573504678942602	0.04393785846737677
0.013850598431696245	0.08577796120511762	0.0011555922410235245	0.2067849773008667	0.6341725134131242	0.03250515889393314	0.025753198514238546
0.003475596873019227	0.04492393830551447	0.0072364251003591805	0.18140714134798225	0.7252746672300866	0.02562328332981196	0.012058947813226284
0.008727465068100675	0.06145589985454225	0.0014766165645523869	0.3122603252964253	0.5816877506942302	0.025962004672279278	0.00842993784986997
0.005366522036994748	0.21167789449646038	0.01648492806576844	0.21106416990180407	0.49009477049554695	0.042917903630965974	0.022393811372459466
0.0039002129943407574	0.06017792614322886	0.0017646496833184405	0.11705696896127324	0.7156272655235784	0.08179207481215472	0.019680901882105667
0.002511844104764459	0.04674175382139984	0.0007598104943237686	0.18813801734155716	0.706462858675248	0.028399034593724858	0.026986680968981856
0.0031428905965945855	0.08835836347837876	0.0006285781193189171	0.24178688736742857	0.5637975978455793	0.07395036697869613	0.028335315614003733
0.002672215082716276	0.02549823552210187	0.0012035167166432083	0.46258898884197214	0.41806906962038226	0.04253105685086592	0.04743691736531832
0.011583824768323505	0.21091177146358275	0.000545684307268132	0.1945412422455388	0.5216741977483342	0.054099333690740596	0.006643945776211993
0.0026251756400150796	0.05479968470475342	8.225093389081188e-05	0.28621954145104356	0.3171390383494979	0.32583022036396037	0.013304088556838822
0.003995509667508604	0.051114459166038906	0.0007385415281901301	0.2827063115758999	0.3773208667523375	0.24835674509977695	0.035767566210248
0.004533849306756123	0.07208362433165795	0.00010304202969900279	0.1779306870613558	0.48799560354006616	0.06651935472791179	0.19083383900255316
0.0014994829369183041	0.132350913478111	0.00012064805239572562	0.19283005860048258	0.5343846949327818	0.08740089624267494	0.05141330575663564
0.001970342506940979	0.07350401105438913	0.0	0.08765465269514708	0.3214217172686447	0.293888099898924	0.22156117657595414
0.0011073070969345672	0.07822333706202049	0.0001581867281335096	0.1310238071025841	0.36890274905935394	0.10521677231280295	0.31536784063817047
0.0013313785315211793	0.03710425169394144	0.00043586797162895746	0.03862582715853707	0.17418076633514284	0.11088481198240678	0.6374370963268218
0.0027617436305732482	0.05749900477707006	0.0018411624203821656	0.05996218152866242	0.195984275477707	0.06697850318471338	0.6149731289808917
0.0011485332919447461	0.031455326193802056	0.0	0.029468674013140878	0.03938124062289824	0.8046044803145532	0.09394174556366082
0.5143257730385518	0.015470308833908781	5.722678976784999e-05	0.007897296987963298	0.0704843293974019	0.01799782538198882	0.3737672395704176
0.009077849700578075	0.029379694693481947	0.0	0.05312575720862612	0.1326716051092111	0.0029422963757831703	0.7728027969123196
0.0009930187770823304	0.06590033702455464	0.0	0.04712325469427058	0.6448603755416467	0.0175433317284545	0.22357968223399133
0.011264546159813808	0.04937936384794414	0.0003025601241272304	0.025461598138091544	0.8777269200930954	0.0	0.03586501163692785
0.00807577574807024	0.04672632776701418	0.0	0.0038010886613156197	0.6972168404219331	0.0	0.2441799674016668
0.07211690590570434	0.052929839196847225	0.0	0.0	0.726706555820844	0.0	0.14824669907660443
0.0008629409309859454	0.10491805597798794	0.0	0.006571082990868387	0.40083606244297165	0.0	0.4868118576571861
